n,canal,url,estado,motivo,frames,muestreo_s,negro_%,congelado_s,check_s,ffmpeg_rc,timed_out
174,Canal A (1080p),https://edgectc.com/CANAL_A/index.m3u8,fail,no abre/no decodifica: HTTP error 404 Not Found,0,0.0,0.0,0.0,2.2,3419392776,False
175,DeporTV (1080p),https://edgectc.com/DEPORTES_CTC_PLUS/index.m3u8,fail,no abre/no decodifica: HTTP error 404 Not Found,0,0.0,0.0,0.0,1.9,3419392776,False
176,Metro (1080p),https://edgectc.com/METRO/index.m3u8,fail,no abre/no decodifica: HTTP error 404 Not Found,0,0.0,0.0,0.0,2.0,3419392776,False
177,Bravo TV (1080p),https://redirector.rudo.video/hls-video/c54ac2799874375c81c1672abb700870537c5223/bravo/bravo.smil/playlist.m3u8,ok,,450,15.0,0.0,0.0,7.9,0,False
178,Cosmos Tv,https://canaletaplus.com:3922/live/cosmoslive.m3u8,ok,,450,15.0,0.0,0.0,9.7,0,False
179,Disney Channel Latin America Panregional HD (1080p),http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/disneychannel.stream/playlist.m3u8,fail,no abre/no decodifica: HTTP error 404 Not Found,0,0.0,0.0,0.0,1.7,3419392776,False
180,Disney Jr. Latin America South HD (1080p),http://bantel-cdn1.iptvperu.tv:1935/btnscrtn/disney_jr.stream/playlist.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,5.4,2880417800,False
181,Disney Channel Latin America Mexico (720p),http://45.166.93.156:9999/play/a0f3/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,10.7,2880417800,False
182,Ciudad Magica (720p),https://lbgo.bozztv.com/ssh101/ssh101/verycoolfgr/playlist.m3u8,ok,,450,15.0,0.0,0.0,11.5,0,False
183,Bragado TV,https://vivo.solumedia.com:19360/bragadato/bragadato.m3u8,ok,,450,15.0,0.0,0.0,7.3,0,False
184,Canal 79 Villa Maza,https://streamconex.com:19360/villamaza/villamaza.m3u8,ok,,375,15.0,0.0,0.0,7.2,0,False
185,Telefe Internacional (576p),http://190.108.83.69:8000/play/a08l/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,10.0,2880417800,False
186,IP Noticias (720p),https://twitch-m3u8.bastypro112.workers.dev/argentina_12tw/index.m3u8,fail,no abre/no decodifica: Error opening input: Invalid data found when processing input,0,0.0,0.0,0.0,18.6,3199971767,False
187,Canal 9 Link,https://617c5175c970b.streamlock.net:4444/9linklivert/smil:9linkmultibr.smil/playlist.m3u8,ok,,375,15.0,0.0,0.0,14.7,0,False
188,El Trece (480p),http://190.108.83.69:8000/play/a01d/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,9.2,2880417800,False
189,Neox TV (720p),https://tv.streamcasthd.com:3031/live/neoxtvlive.m3u8,ok,,375,15.0,0.0,0.0,12.8,0,False
190,Canal 2 NexTV Rafaela (720p),https://edge.enhdtv.com/nexthd/index.m3u8,ok,,450,15.0,0.0,0.0,6.5,0,False
191,Disney Jr. Latin America (576p),http://45.189.62.33:8002/play/a0bz/index.m3u8,fail,no abre/no decodifica: HTTP error 404 Not Found,0,0.0,0.0,0.0,3.1,3419392776,False
192,Disney Channel Latin America Mexico (576p),http://45.189.62.33:8002/play/a0al/index.m3u8,fail,no abre/no decodifica: HTTP error 404 Not Found,0,0.0,0.0,0.0,3.0,3419392776,False
193,Canal 4 Villa Dolores,https://stmvideo3.livecastv.com/canal4vd/canal4vd/playlist.m3u8,ok,,350,15.0,0.0,0.0,11.4,0,False
194,Canal 6 Viento Recio,https://stmvideo6.livecastv.com/vientorecio/vientorecio/playlist.m3u8,ok,,364,15.0,0.0,0.0,8.3,0,False
195,Quiero Musica en mi Idioma (1080p),http://177.234.249.178:8888/MTV/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,9.5,2880417800,False
196,El Gourmet (1080p),http://177.234.249.178:8888/EL-GOURMET/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,9.7,2880417800,False
197,Disney Jr. Latin America (1080p),http://177.234.249.178:8888/DISNEY-JR/index.m3u8,fail,opciones FFmpeg incompatibles: Opening 'http://177.234.249.178:8888/DISNEY-JR/tracks-v1a1/2026/07/23/00/16/11-05005.ts' for reading,0,0.0,0.0,0.0,11.7,2880417800,False
198,Disney Channel Latin America Mexico (576p),http://177.245.131.133:8080/Disney/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,4.2,3486501640,False
199,Disney Channel Latin America (1080p),http://45.171.108.253:8888/DISNEY_CHANNEL/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,12.7,2880417800,False
200,TV Publica (1080p),http://45.6.4.35/TV_PUBLICA/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.2,4294967158,False
201,Film & Arts (1080p),http://45.6.4.35/FILM_AND_ARTS/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.1,4294967158,False
202,El Trece (1080p),http://45.6.4.35/EL_TRECE/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.0,4294967158,False
203,Canal 26 (1080p),http://45.6.4.35/CANAL_26/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.1,4294967158,False
204,C5N (720p),http://45.6.4.35/C5N/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.3,4294967158,False
205,America TV (1080p),http://45.6.4.35/AMERICA/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.2,4294967158,False
206,Disney Channel Latin America South (1080p),http://45.6.4.35/DISNEY/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.3,4294967158,False
207,TN (1080p),http://45.6.4.35/TN/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.4,4294967158,False
208,Ciudad Magazine (576p),http://45.6.4.35/MAGAZINE/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.3,4294967158,False
209,Volver (720p),http://45.6.4.35/VOLVER/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.0,4294967158,False
210,Europa Europa (1080p),http://45.6.4.35/EUROPA/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.1,4294967158,False
211,El Gourmet South (1080p),http://45.6.4.35/GOURMET/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.2,4294967158,False
212,Sony Channel (1080p),http://138.121.15.230:9002/SONY/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,23.8,2880417800,False
213,Fox Sports (720p),http://45.6.4.35/FOX_SPORT/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.2,4294967158,False
214,Telefe Buenos Aires (1080p),http://45.134.141.161:2200/ARG/TELEFE_HD/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,3.9,2880417800,False
215,Disney Channel Latin America Panregional HD (1080p),http://45.134.141.161:2200/ARG/Disney_Channel/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,10.6,2880417800,False
216,Disney Jr. Latin America South HD (1080p),http://45.134.141.161:2200/ARG/Disney_Junior/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,4.9,2880417800,False
217,NET TV (720p),http://45.134.141.161:2200/ARG/Net_TV/index.m3u8,fail,opciones FFmpeg incompatibles: Opening 'http://45.134.141.161:2200/ARG/Net_TV/tracks-v1a1/2026/07/23/00/19/53-05000.ts' for reading,0,0.0,0.0,0.0,4.0,2880417800,False
218,TyC Sports (1080p),http://45.6.4.35/TyC/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.1,4294967158,False
219,La Nacion + (1080p),http://45.6.4.35/LA_NACION/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.0,4294967158,False
220,El Nueve (1080p),http://45.6.4.35/EL_NUEVE/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.1,4294967158,False
221,Argentina/12 (1080p),http://45.6.4.35/IP_NOTICIAS/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.4,4294967158,False
222,Telefe (1080p),http://45.6.4.35/TELEFE_INTERIOR/index.m3u8,fail,no abre/no decodifica: Connection to tcp://45.6.4.35:80 failed: Error number -138 occurred,0,0.0,0.0,0.0,33.3,4294967158,False
223,TV Canal 72,https://stmv1.voxtvhd.com.br/canal72tv2/canal72tv2/playlist.m3u8,ok,,436,15.0,0.0,0.0,6.1,0,False
224,El Gourmet (720p),http://177.245.131.133:8080/GOURMET/index.m3u8,fail,opciones FFmpeg incompatibles: Opening 'http://177.245.131.133:8080/GOURMET/tracks-a1/2026/07/23/00/20/44-05005.ts' for reading,0,0.0,0.0,0.0,25.0,2880417800,False
225,Disney Jr. Latin America (720p),http://177.245.131.133:8080/DISNEYJR/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,3.2,3486501640,False
226,Radio Maria TV (1080p),https://radiomaria.inovanex.stream/stream.m3u8,ok,,450,15.0,0.0,0.0,3.0,0,False
227,Telefe (720p),http://200.91.32.158:8080/telefehd/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
228,Television Publica (720p),http://200.91.32.158:8080/tvpublica/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,1.8,3486501640,False
229,TyC Sports (720p),http://200.91.32.158:8080/tychd/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.8,3486501640,False
230,TyC Sports 2 (720p),http://200.91.32.158:8080/tyc2hd/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,2.7,2880417800,False
231,America TV (720p),http://200.91.32.158:8080/americahd/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,1.0,3486501640,False
232,La Nacion + (720p),http://200.91.32.158:8080/lnmas/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.7,3486501640,False
233,El Nueve (720p),http://200.91.32.158:8080/canal9/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,1.8,3486501640,False
234,A24 (720p),http://200.91.32.158:8080/a24/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
235,C5N (720p),http://200.91.32.158:8080/c5n/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.9,3486501640,False
236,Cronica TV (720p),http://200.91.32.158:8080/cronica/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
237,Encuentro (720p),http://200.91.32.158:8080/encuentro/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,1.0,3486501640,False
238,Pakapaka (720p),http://200.91.32.158:8080/pakapaka/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.9,3486501640,False
239,Cine.Ar (576p),http://200.91.32.158:8080/cinear/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.9,3486501640,False
240,TEC TV (576p),http://200.91.32.158:8080/tectv/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
241,DeporTV (720p),http://200.91.32.158:8080/deportv/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.9,3486501640,False
242,CM El Canal de la Musica (720p),http://200.91.32.158:8080/cm/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
243,Disney Jr. Latin America South (576p),http://200.91.32.158:8080/disneyjr/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
244,Fox Sports (720p),http://200.91.32.158:8080/foxsports/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.7,3486501640,False
245,Fox Sports 2 (720p),http://200.91.32.158:8080/foxsports2/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.7,3486501640,False
246,Fox Sports 3 (720p),http://200.91.32.158:8080/foxsports3/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.7,3486501640,False
247,Sony Channel (720p),http://200.91.32.158:8080/sony/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.9,3486501640,False
248,TN (720p),http://200.91.32.158:8080/tn/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.7,3486501640,False
249,Volver (576p),http://200.91.32.158:8080/volver/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.7,3486501640,False
250,Film & Arts (720p),http://200.91.32.158:8080/filmarts/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.7,3486501640,False
251,Europa Europa (720p),http://200.91.32.158:8080/europa/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
252,El Gourmet South (720p),http://200.91.32.158:8080/gourmet/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.8,3486501640,False
253,America Sports (720p),http://200.91.32.158:8080/americasports/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
254,Canal Rural (576p),http://200.91.32.158:8080/rural/index.m3u8,fail,no abre/no decodifica: HTTP error 400 Bad Request,0,0.0,0.0,0.0,0.6,3486501640,False
255,Ciudad Magazine (1080p),http://190.7.19.197:232/play/a04l/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,3.5,2880417800,False
256,NET TV,http://190.7.19.197:232/play/a095/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,2.4,2880417800,False
257,Caras TV,http://190.61.90.17:40000/play/a043/index.m3u8,fail,opciones FFmpeg incompatibles: Option tls_verify not found.,0,0.0,0.0,0.0,10.2,2880417800,False
